대번호,소번호,문장,훼손/파손,분실,배송지연,오배송,"기타(임의반품, 불친절, 집하거부 등)",관련없음
491,10,* 운송장번호 55002691634,,,,,,y
491,11,* 신청인 연락처 01063017002,,,,,,y
492,1, 신청인은 2015.4.월경 피신청인의 택배운송서비스를 통해 과일을 받기로 함.,,,,,,y
492,2, 이후 피신청인의 연락이 없어 의뢰후 2주 뒤에나 4.28. 경비실에 도착한것이 확인되어 이의제기하니 피신청인은 택배사고이며 접수처리 후 연락을 주기로 하였으나 처리지연됨.,,,y,,,
492,3, 신청인은 조속한 배상을 요구함.,,,y,,,
492,4,* 송장번호 : 550 0579 2844,,,,,,y
493,1," 15. 5. 29. 신청인은 해외 직구로 믹서기를 구입하고 피신청인(이하넥스)을 통해 제품 4개에 대해 배송대행을 의뢰하면서 총 배송비 100,390원을 결제함.",,,,,,y
493,2," 15. 6. 12. 물품을 배송받았으나 파손되어 1:1문의 게시판에 문의하자, 피시청인은 파손이 확인되었다며 배상을 위해 통장사본 및 영수증을 요구하여 피신청인에게 발송하였고, 피신청인이 배상을 약속하였기에 신청인은 추가적으로 미국 셀러측으로 대금결제 지급 유예를 별도로 신청하지 않음.",y,,,,,
493,3, 그러나 피신청인은 자료수령 후 구입한 제품이 중고(manufacturer refurbished)이므로 중고제품은 배상이 불가능하다는 약관을 근거로 배상을 거부함.,,,,,,y
493,4," 신청인은 최초 파손을 확인하고 배상을 약정하였기 때문에 기간 내 대금결제 지급 유예 등을 신청하지 못했으므로, 배상을 요구함.",y,,,,,
494,1,"o 신청인은 농수산홈쇼핑에서 46,000원에 주문하여 수령한 항아리를 개봉하지 않은 상태 그대로 2015.6.16. 피신청인 택배서비스를 이용하여 창원 마산 합포구 구산면 반동리에서 창원 북면 감계로 배송의뢰하여 같은 해 6. 17. 수령인이 배송물을 받아 확인한 결과 항아리가 파손됨(택배비 5천원 현금)",y,,,,,
494,2,"o 피신청인 측 진동지점 소장에게 배상을 요구한 바 항아리 특성상 배상이 안된다며 배상을 거부하나, 파손될 제품이였다면 아예 택배 접수를 받지 않아야  함이 타당하므로 택배 배송중 파손된 항아리 구입가 46,000원 배상을 요구함.",y,,,,,
494,3, ** 운송장번호 : 100852863882,,,,,,y
495,1, 신청인은 2014.9. 김포시 대명항에서 새우젓을 구매후  플라스틱통에 포장해서  두꺼운 사과박스에 넣고 흔들림없이 포장하여 피신청인 김포지점에서 전북 남원으로 택배발송함.,,,,,,y
495,2, 남원 집하점에서 파손하였다고 연락받았고. 사고보상접수도 10월초에 했는데. 여지껏 보상이 안되고 있음.,y,,,,,
495,3, 피신청인은 새우젓이 비닐포장되어 사과박스에 넣어졌다고하는데 비닐포장만해서 택배로 보내지 않음.,y,,,,,
495,4, 흔히들 김장철에 파는 플라스틱통에 새우젓을 담고 포장하여 발송한건데. KGB택배에서는  본인들 유리한쪽으로 주장하고 있음.,,,,,,y
495,5," 여지껏 KGB택배 본사 콜센터에만 8번전화하고. 김포지점 점장과도 여러번 통화하였지만 포장불량이라고 주장하고 있으며, 작년에 사고접수서류  쓸때도  포장상태란에 ""비닐""로 되어있어서 제가 플라스틱통 포장으로 고쳤으나 어떻게 접수가 돼있는지 모르겠음.",,,,,,y
495,6, 2015.7.1 최종협의는 피해금액의 50%만 보상해주겠다고 하고 있으나 100% 보상을 요구함.,,,,,,y
495,7," 파손면책에 대해 고지 받은 바 없고, 9개월간 피해보상 처리를 지연하고 있는 바, 물품가 전액 손해배상을 요구함.",y,,,,,
495,8,* 송장번호 : 0902392024,,,,,,y
496,1, 신청인은 2015. 3월 말 홈쇼핑(현대)과 쿠팡에서 여성용 가방을 각각 1개씩 2개를 구입함.,,,,,,y
496,2, 같은해 4.6. 쿠팡에서 지정한 피신청인 택배회사의 기사가 자택을 방문하여 가방 1개가 아닌 2개를 달라고 했고 신청인은 별다른 생각없이 2개를 건네 주었으며 운송장도 2매를 받음.,,,,,,y
496,3," 한달정도 경과한 시점에 홈쇼핑에서 가방 반품이 안되었다고 연락이 와서 확인해 보니 반품지(경기 안산, 업체명 : 블루오션) 가 엉뚱한 곳으로 기재되어 있는 것으로 확인되어 피신청인 택배기사에게  문제를 제기했으나 현재까지 아무런 조치가 안되고 있음.",,,,y,,
496,4, 신청인은 잘못 배송된 가방의 회수내지 피해배상을 요구함.,,,,,,y
496,5,"* 운송장번호 : 501317303911, 가방 구입가 : 79,000원",,,,,,y
497,1," 신청인은 2015.4.13. '더나인칼라'에서 로젠택배를 통해서 발송한 11통의 옻칠액과 희석제(옻칠액 18리터 6통, 9리터 2통, 희석제 18리터 3통)를 훼손없이 수령하였고, 이 중 일부를 사용하고 동월 23일에 재고품 5통(옻칠액 18리터 3통, 9리터 1통, 희석제 18리터 1통)을 로젠택배를 통하여 반송함.",y,,,,,
497,2," 25일 더나인칼라측으로부터 물품수령 확인 연락이 왔는데, 반송품 5통 중 옻칠액 18리터 1통이 파손되어 내용물 없이 도착하여 대전 배송업자에게 배상을 요구하였으나, 거절당함.(대전 배송업체에서 옻칠액1통이 파손되어 내용물이 흘러 파손된 용기를 임의폐기처분하였다는 사실을 알게됨)",y,,,,,
497,3," 이에 자세한 내용을 알기 위해 광양접수처에 전화연락하여 전후상황을 알아보니 대전배송업체쪽에서 실수하여 물품이 파손된 것 같다며 광양에서 발송할 때는 물품에 이상이 없었다고 말하며, 아래 약관 내용을 언급하며 배상이 곤란함을 설명함.",y,,,,,
497,4, 1. 운송장은 발송인의 자필로 작성해야 한다는 점,,,,,,y
497,5, 2. 액체류는 제품포장외 종이박스로 이중포장을 해야한다는 점,,,,,,y
497,6," 3. 유해물품, 화학물질은 배송접수금지 물품이라는 점",,,,,,y
497,7," 4. 기본 택배비가 7000원이고 배송의뢰품은 그 이상을 받아야 하는데, 발송지 반송으로 처리해서 계약금액인 개당 4000원만 받았다는 점",,,,,,y
497,8," 이에 신청인은 광양접수자에게 23일 발송품을 수거하러 왔을 때 운송장을 요구하였으나, 접수자가 배송지 주소가 첫 발송지와 같음을 확인하고는 반송처리로 접수하면 운송장을 사무실에서 출력하여 붙이면 된다고 말하였으며, 사무실 직원에게 전화를 걸어 대전에서 발송한 운송장 번호를 불러주며 반송운송장 5장 출력해 놓으라는 지시를 내리는 것을 들었음.",,,,,,y
497,9," 배송 의뢰 물품 수거 및 상차시 내용물이 옻칠액이며, 대전공장에서 발송한 상태 그대로 미개봉 발송한다고 고지하였고 접수자는 별다른 말없이 가져갔음.",,,,,,
497,10, 약관의 액체류의 이중포장 내용과 유해물품 화학물질의 배송접수금지라는 내용을 발송인에게 고지하고 적절한 조치를 취하게 하거나 접수자가 접수반려 조치를 취하지 아니하였음.,,,,,,y
497,11," 택배비는 접수자가 발송인 선불이냐 수취인 후불이냐고 물어오기에 발송인 선불이라 고지하였고 접수자가 반송처리 접수라 20,000원만 달라고 하여 지불하였음.",,,,,,y
497,12, 신청인은 위와 같은 사유로 피신청인 파손에 대한 면책을 주장할 수 없다며 손해배상을 요구하고 있음. ,y,,,,,
498,1,"가. 신청인은 랄프로렌으로부터 아기 의류를 구입하고, 피신청인(㈜뉴욕걸즈)를 배송대행회사로 정하고, 대금은 추후 결제하기로 함.",,,,,,y
498,2,"나. 이후 랄프로렌으로부터 2015.6.2. 피신청인의 물류센터로 배송되었다는 이메일을 신청인이 받았고, 2015.6.3. 피신청인으로부터 물품을 수령하였다고 통보를 받았음.",,,,,,y
498,3,"다. 물품을 수령하였다는 내용과 달리 신청인에게 물품이 배송되지 않았고 이에 대한 책임을 지지 않고 있어 우리원에 피해 구제를 신청하고 물품이 배송              되지 않을 경우 의류 전액 환급(217,000원)을 요구함. ",,,y,,,
499,1, 신청인은 2015.5.22. 피신청인 업무를 대행하는 GS25리테일 용전대로점에서 수신인 '육혜원'에게 택배를 발송함.,,,,,,y
499,2, 피신청인 배달기사가 5.23. 수신인에게 전달코자 하였으나 부재 상태여서 해당 물품을 GS25편의점 천안대점에 임의로 보관하였는데 5.26. 최종적으로 분실되었음이 확인됨.,,y,,,,
499,3, 피청인에게 배상을 요구하였으나  배달기사에 대한 과실 확인이 필요하다며 처리를 차일피일 지연하고 있음.,,y,,,,
499,4," 6.22. GS25리테일 본사 담당자(양성식, 01032963453)는 피신청인과 배달기사가 과실에 따른 보상 협의를 끝냈으나 신청인에게는 어떤 조치를 취하지 않은 것으로 추정된다고 함.",,,,,,y
499,5," 신청인은 차일피일 처리가 지연되어 피해가 크다며, 분실된 택배의 물품가액과 배송비, 반복된 협의와 구제 요청으로 인한 통신비 배상을 요구하고 있음.",,y,,,,
500,1," 신청인은 2015.6.23. 피신청인을 통해 자전거 배송을 요청하고 대금 15,000원을 현금 지급함.",,,,,,y
500,2," 이후 2015.6.25. 수화인으로부터 배송되지 않았다는 연락을 받아 확인하니 2015.6.24. 수화인에게는 연락하지 않고 자전거를 집앞 도로변에 두고 갔으며 자전거의 뒷바퀴가 분리 및 파손된 사실을 확인하였는바, 이에 신청인은 운임비 환급 및 자전거 수리비(73,700원)의 손해배상을 요구함.",y,,,,,
500,3, * 송장번호: 8044501114036,,,,,,y
500,4, * 신청인 연락처: 01093513000,,,,,,y
501,1,"가. 신청인은 피신청인 측의 택배 서비스를 스마트폰 어플리케이션으로 데스크탑 본체, 모니터, 키보드, 마우스의 배송을 예약하여 2015. 6. 29. 발송한 뒤 같은 해 6. 30. 배송이 완료됨.",,,,,,y
501,2,"나. 배송당시 충격으로 인한 파손을 예방하기 위해 스티로폼, 수건 등을 사용하여 포장하였으나 수취인으로부터 모니터에 파손이 있다는 연락을 받아 당시 배송 담당자에게 알리니 전자제품은 배송 중 파손이 발생하여도 책임이 없다고 하였으며, 집화자 및 진주지점장 또한 같은 내용으로 답변하자 다툼이 발생함.",,y,,,,
501,3,다. 신청인은 이 사건 택배 서비스 이용 중 파손이 발생한 모니터의 수리 또는 보상을 요구함.,,y,,,,
502,1,"   신청인은 2015.06.25 피신청인을 통해 경기도 일산에서 부산 안락동으로 신청인의 물건(옷,고가 화장품,건강 보조 식품 등등)을 배송 의뢰함.",,,,,,y
502,2,   신청인은 2015.06.29 배송받기로 한 택배가 도착하지 않아 피신청인에 항의하니 물품분실 확인하게 되었고 피신청인 측이 분실에 따른 손해 배상 약속함  ,,y,,,,
502,3,"   피신청인은 택배 분실을 인정하면서도 배상을 회피하고 있으나, 택배표준약관 및 <소비자분쟁해결기준>(공정거래위원회 고시 제20144호) 등에 따라 손해배상을 요구함.(운송장 번호 202106961813)",,y,,,,
503,1, 신청인은 2015. 6. 19. 전남 해남(오시아노골프장)에서 제주도(서귀포시)으로 물품 15박스를 발송 후 6. 24. 1차 물품 수령하였으나 일부 물품(골프채)이 배송되지 않았고 해당 물품은 이틀 후에 수령함.,,,,,y,
503,2," 제품 수령후 확인하니  pc본체 /자판/마우스가 파손되어 저장된 데이터의 복구 문제도 발생했으며  골프채의 경우 드라이버가 일부 파손되어 피신청인 고객센터(15881255)에 3~4회 통화 하였으나 본사에서는  pc, 골프채는 택배 운송 금지 물품이라 보상을 해 줄수 없다 하고 책임은 최초 물품을 수집한 영엽소내지 수집 담당 택배기사에게 연락해서 보상을 받으라고 답변함.",y,,,,,
503,3, 이에 신청인은 송장  뒤면의  택배 약관을 확인하여도 그런 조항은 확인할 수 없었으며 계속 책ㅇ림을 회피하면서 약 한달 까까운 시간만 낭비하고 있으며 해당 영업소에서는  무작정 기다리라는  답변만  함.,y,,,,,
503,4, 신청인은 파손된 물품 등에  대한 신속한 피해보상을 요구함.,y,,,,,
504,1, 신청인은 2015.6.18. 피신청인(케이지비택배)에게 거문도에서 부산으로 택배서비스(운송장번호: 2373878006)를 신청함.,,,,,,y
504,2," 그러나, 피신청인의 과실로 거문도에서 김해로 오배송되어 식품들이 상하게 됨(장어, 참돔, 삼치, 꽃게, 황칠나무 액기스, 채풍쑥).",,,,y,,
504,3, 이에 피신청인은 배상을 약속하였으나 꽃게 수확 인건비 10만원에 대한 배상은 거부함.,,,,,,y
504,4," 신청인은 부당함을 주장하며, 상한 식품들과 인건비에 대한 배상을 요구함.",,,,,,y
505,1," 신청인은 2015.6.18. 피신청인을 통해 물품(낚시대)을 택배발송 의뢰한 후 수령인으로부터 박스외관이 심하게 훼손되고, 내부물품이 파손되었다는 연락을 받음.",y,,,,,
505,2,* 운송장 번호 : 6626150963,,,,,,y
505,3, 신청인은 상하차 및 분류 작업시 물품을 함부로 다뤄진 부분으로 추정되어 피신청인에게 보상 요구함.,,,,,,y
505,4, 피신청인은 집하 규격에 맞지 않는 제품이라 보상기준이 따로 없어 진행이 불가하다 답변함.,,,,,,y
505,5," 신청인은 집하규격에 벗어나는 제품이라면 처음부터 택배접수를 받지 않아야 하지 않냐며, 택배접수 후 발생한 사고에 대해 책임회피하는것은 부당하다며, 분쟁해결기준에 따른 보상 요청함.",y,,,,,
506,1," 신청인은 2015.6.8. 택배대행사이트(로지아이)를 통해 '컴퓨터 본체, 모니터, 의류' 3박스를 배송 예약하였고, 피신청인[한진택배]에서 물품을 수거해감.",,,,,,y
506,2, 신청인은 신청인 본인이 발송자이며 본인이 수령자로 하여 구례에서 동두천으로 배송의뢰하며 물품명에 컴퓨터로 명시하여 송부함.,,,,,,y
506,3, 신청인의 컴퓨터외 태블릿과 모니터는 그런데로 사용가능하나 컴퓨터는 완전파손되어 수리가 불가능함.,y,,,,,
506,4," 배송 지연되더니 '컴퓨터 본체' 박스 1개가 파손된 채로 배송되었는데 이에 대하여 피신청인 측에서 책임 회피하여 부당함이 상당한바,",y,,,,,
506,5," 신청인은 운송 중 파손된 물품(컴퓨터 본체 케이스, 하드, 그래픽카드)에 대한 손해배상(수리가 불가하여 수리견적비용을 책정할 수 없지만 배송한도 내의 보상)을 요구함.",y,,,,,
506,6,"o 예약번호 550298980, 550298943, 550298906",,,,,,y
507,1," 신청인은 2015.7.3. 피신청인을 이용하여 김치(오이지50개, 약20kg)을 경남 거제시로 배송의뢰함.",,,,,,y
507,2, 택배조회 결과 7.6. 거제에 도차 배송원이 배송준비중으로 되어있었으나 7.7. 다시 남양주 터미널에 도착된것을 확인하고 이의제기하니 택배물이 파손되어 돌아왔다고 통보받음.,y,,,,,
507,3, 이에 신청인은 여러차례 안내에 따라 보상을 요구하는 문자발송을 하였으나 답변없음.,,,,,,y
507,4, 신청인은 사실조사 후 조속한 배상을 요구함.,,,,,,y
507,5,운송장번호 (303004773514),,,,,,y
508,1, 신청인은 2015.5.24 피신청인의뢰하여 부상에 있는 최경원씨에게 보내도록 조치함.,,,,,,y
508,2, 1주일이 지나도록 최경원씨에게 물건이 도착하지 않아서 KGB 고객콜센터에 문의를 하였지만 집하장에서의 문제라고 했다 배달사원의 문제라고 책임 떠넘기며 오늘은 꼭 연락을 줄것이다라고 하며 전화를 끊지만 3번이상 약속만 하고 연락은 오지 않는 상태임.,,y,,,,
508,3, 고객센터에 처음 연락을 한지 거의 2주일이 되가지만 전혀 조치를 하려는 움직임을 보이지 않아 물건값에 해당하는 200만원의 금액을 보상을 요구함.,,y,,,,
508,4,* 운송장번호 : 2372607510,,,,,,y
509,1," 신청인은  네이버 카페(NTN카페)에서 출판사(노블엔진)측에서 지원한 도서 이벤트(도서명 : 소설가를 만드는 법(노블엔진, 노자키 마도) 7월 9일 택배를 받으니 책 밑부분이 파손이 되있었고, 포장지 또한 무언가에 찍힌 자국처럼 파손이 되어 있음.",y,,,,,
509,2," 또한 포장지에 파손된 부분은 책이 파손된 부분 등에 대해 피신청인에게 로젠문의를 3번하였으나, 현재까지 처리를 지연함.",y,,,,,
509,3,"  첫번째 문의 (7월 10일) : ‘3~4일후에 반송하러 오고 물품을 주면 보상 여부 검토하겠다‘라고 했고 3~4일후에 로젠택배측은 오지 않았고 1주일이 지난 지금도 오지 않고 있음. 또한 두번째 ,세번째 문의까지 드렸지만 현재까지 답변이 없음. 똑같은 도서 새로 증정하거나 똑같은 도서를 살 수 있도록 현금 혹은 상품권 지급을 요청함. ",y,,,,,
510,1," 신청인은 2015.6.24. 아마존닷컴에서 삼성전자  TV($1,527.99→한화1,731,882원)를 구입하고 피신청인에게 배송대행을 의뢰함(배송비 214,000원 국민카드3개월할부).",,,,,,y
510,2, 제품을 수령할 때 배송기사와 같이 제품을 확인했고 파손되어 있어 피신청인에게 이의제기함.,y,,,,,
510,3, 피신청인은 보험에 들지 않았기에 전액배상을 할 수 없고 제품을 반납해야  500달러를 배상하겠다고 함.,,,,,,y
510,4, 신청인은 TV 구입비용 및 배송비 등 총 240만원 상당의 비용이 들었는데 제품을 안전하게 배송하지 못하여 파손된 상태로 인도한 피신청인에게 그 제품을 반납해야 500달러를 배상받을 수 있다는 것은 너무 억울하며 과실행위자에게더 유리한 처리방법이라 도저히 수용할 수 없음.,y,,,,,
510,5, 신청인은 수리비용(114만원) 배상 또는 제품보유 조건부 500달러 배상을 요구하며 피신청인이 배송을 정상적으로 이행하지 않았으므로 배송비 및 관세대행 수수료 등 환급을 요구함.,,,,,y,
511,1, 신청인은 2015.7.8. 피신청인의 택배를 이용하여 자동차 루프박스((하프로제니스 8.6)를 배송의뢰함.,,,,,,y
511,2,*운송장번호 :22815070771,,,,,,y
511,3, 7.9. 물품도착 후 포장박스 윗면이 심하게 긁혀 내용물이 찍히고 도장면이 파손된것을 확인하고  제품을 두고 가면 확인 후 연락주겠다 함.,y,,,,,
511,4, 7.11. 피신청인은 도착점에서는 변상접수를 할 수 없고 출발점에 통보하였다며 출발점에서 처리될때까지 기다리라고 함.,,,,,,y
511,5, 7.13.신청인이 직접 변상접수를 하겠다며 제품을 찾아 수리견적을 받음.,,,,,,y
511,6, 상기제품은 수입품으로 수리가 불가하고 중고품으로 대체할 수 밖에 없다며 견적서(110만원)를 첨부하여 변상신청서를 작성함.,,,,,,y
511,7," 피신청인은 보상요구 금액이 과다하고, 처음부터 포장박스가 불량이었다며 협의 거부함.",,,,,,y
511,8, 신청인은 파손제품에 대한 보상을 요청함.,y,,,,,
511,9,"(발송인: 최덕규, 수하인 권도연(구입자), 대체품구입가격110만원)",,,,,,y
512,1," 신청인은 2015년 6월 30일 옥션에서 치약을 14,310원에 구입하기로 주문한 후 피신청인 택배기사로부터 7월 1일 택배가 도착할 것이라는 문자를 받았으나 도착하지 않아 다음날 피신청인에게 문의한 결과, 예전 주소로 물건이 잘못 배송된 것을 확인함.",,,,y,,
512,2, 이후 택배기사에게 잘못 배송된 물품을 회수하여 반품처리 해달라고 전화와 문자로 수차례 요청했음에도 3주가 지나도록 어떠한 답변도 받지 못함.,,,,y,,
512,3, 신청인의 피신청인의 응대에 문제가 있다고 생각하므로 이 건 물품 구입가의 배상 및 사과를 요구함.,,,,,,y
512,4, * 송장번호 :688159573376 ,,,,,,y
513,1,신청인은 2015. 7. 10. 미국 사이트에서 태블릿PC를 구매한 후 몰테일로부터 배송대행지에 도착한 제품의 액정에 미세한 스크래치가 있다는 메일을 받고 배송을 요청하여 7. 24. 수령하였는데 제품이 휘어진 상태여서 문의하자 몰테일은 원인은 알 수 없으나 중고물품이어서 파손배상은 불가하지만 배송료 7달라는 환급하겠다는 답변을 받았다고 함. 신청인은 몰테일의 '무조건 보상제'를 적용하여 훼손된 제품에 대한 배상을 요구하고 있음. 끝. ,y,,,,,
514,1, 신청인은 부산본가에서 2015.2.구입한 전기레인지(258만원)와 전기매트2점을 2015.5.피신청인에게 서울주소로 택배 의뢰함.,,,,,,y
514,2, 서울지점에서 전기레인지가 전부 파손되었다는 연락을 받음.,y,,,,,
514,3," 부산지점에 파손상태를 설명하고, 제품을 발송하였으나 처리지연하다 6.8. 사건접수함.",y,,,,,
514,4," 그러나 현재, 본사는 포장상태 미흡이라는 이유로 보상을 회피하고, 지점은 택배기사에게 직접 해결하라며 모두 책임회피하고 있음",y,,,,,
514,5," 택배 신청시 운송장에 가격을 적는곳은 없었고, 취급주의라고 일일이 기재했으므로 조속하게 파손물품에 대한 보상 요구함.",y,,,,,
514,6,운송장번호 : 8753136827,,,,,,y
515,1,6월 22일경 발송된 택배가 분실됨,,y,,,,
515,2,먼저 2차례에 걸쳐 분실된것 같다고 하여 빠른 처리를 요구,,y,,,,
515,3,3번째에 분실 인정하여 배상을 해주겠다고 함 하지만 그 뒤로 연락이 없음,,y,,,,
515,4,"4번？로 다시 연락하여 왜 안해주냐고 하니깐 대리점에 독촉해서 빨리 해준다고 했음 그 뒤로 약 일주일이 지났지만 아직까지 연락이 없음분실 인정후 대리점에 연락하여 배상해주겠다고 하였지만 약 2주가 지난 지금까지 연락이 없음분실된 물품, 당시 택배비 그리고  긴 배상 지연에 대한 정신적 피해에 대한 배상요구",,,,,,y
516,1," 신청인은 2015.1.12. 피신청인 택배업체를 통해 4인용 원목식탁과 의자 3개의 배송을 의뢰하고 대금 60,000원을 지불함.",,,,,,y
516,2, * 대리인 : 배우자 '한승혁'(01054350705),,,,,,y
516,3," 도착지에서 물품을 확인하였는데 유리가 깨지고, 식탁 및 의자가 파손되어 있어 피신청인측에 배상을 요구하였는데 차일피일 처리가 지연되다 서류를 재접수한 이후인 7.20. 배상금 2만원이 입금됨.",y,,,,,
516,4," 2년 전에 60만원에 구입한 물품이어서 총 24만뭔(식탁20만원, 의자 4만원)의 배상을 청구하였는데 2만원 배상은 지나침.",,,,,,y
516,5, 피신청인 대리점에서도 배상액에 수긍이 안간다며 본사와 조율해 10만원을 배상하겠다고 하고 있는 사안이라며 신청인은 24만원의 배상을 요구하고 있음.,,,,,,y
517,1," 신청인은 2014.11.4. 피신청인을 통해 음식물(소고기, 이유식, 김치)을 배송의뢰하고 4,000원을 현금 지불함.",,,,,,y
517,2, 11.6. 택배를 받고 보니 음식물이 부패되어 피신청인에게 이에 대한 보상을 요청했으나 거부함.,y,,,,,
517,3, 신청인은 부패한 음식물의 배상 요구함.,y,,,,,
517,4," * 대리인 : 김재민 (사위, 01047232854 )",,,,,,y
517,5, * 운송장번호 : 2349464725,,,,,,y
518,1,"가. 신청인은 2015.7.25. 이베이를 통해 해외 판매자 피신청인1(retro/kickz)의 뉴발란스 파란색 신발을 구매하고, 해외배송대행업체 피신청인2(에어팡)을 지정하고, 95,544원에 계좌 이체함.",,,,,,y
518,2,나. 이후 피신청인1(retro/kickz)로부터 주문한 물건이 아닌 다른 사이즈와 색깔의 신발이 도착함.,,,,,y,
518,3,"다. 피신청인에게 재배송 및 정상 상품을 요구하였으나, 공지사항에 100% 검수를 할 수 없으므로 검수를 하지 못해 일어난 사항에 대해서는 책임을 못 진다는 주장을 하며 책임질 수 없다고 함.",,,,,y,
518,4,라. 이에 관련 법과 기준에 의거 추가 금액 없는 배송 및 정상 제품 교환을 요청함. ,,,,,,y
519,1,"가. 신청인은 2015.6.1. 피신청인 측(케이지옐로우캡 금정지점)을 통해 택배(이동통신단말기 : 갤럭시 노트4 엣지) 발송을 의뢰 후 3,000원을 결제함.",,,,,,y
519,2,"나. 이후 같은 해 6.3. 택배수신 예정인에게 제품이 발송되지 않아 신청인이 피신청인 측에 문의하자 피신청인 측의 대구사업소에서 분실된 것으로 확인되어 신청인은 피신청인 측 본사에 물품가액(1,067,000원)에 해당하는 금액 배상을 요구하였으나 피신청인 측 본사는 약관을 이유로 500,000원을 2015.7.22. 신청인에게 입금조치 함.",,y,,,,
519,3,"다. 신청인은 배송의뢰 당시 고가품 할증료에 대하여 피신청인 측(케이지옐로우캡 금정지점)에서 안내를 하지 않아 물품가액 전액을 피신청인 측 본사로부터 배상받지 못한 바 피신청인 측(케이지옐로우캡 금정지점)에 물품가액(1,067,000원) 중 기 입금조치된 500,000원의 차액금인 567,000원과 이동통신단말기의 유심비 등을 포함하여 총 579,000원 배상을 요구함.",,y,,,,
519,4,ㅇ 신청인 요구금액,,,,,,y
519,5,"   579,000원(567,000원+유심비9,000원+택배비3,000원)",,,,,,y
520,1," 신청인은 2015.6.16. 피신청인을 통해 매실 1박스(15kg)의 운송을 의뢰하고 4,000원을 지급하였으나 배송이 되지 않음.",,y,,,,
520,2," 이에 2015.6.18. 대리점에 이의제기를 하고 6.22. 재방문하니 분실되었다며 관련 서류 등을 제출하였지만 현재까지 처리가 지연되고 있는바, 신청인은 매실 분실에 대한 손해배상(30,000원) 및 배송료(4,000원)의 환급을 요구함.",,y,,,,
521,1," 2015년 7월 17일 저녁 9시 5분에 택배를 배송받았는데  냄새가 나서 제품의 상태를 살피니, 상자가 젖어있고 뒷면을 개봉하니 전부 파손되어 상한냄새가 나는 상태였음. 배송기사에게 전화를 하니 4번연속 전화를 안받고 그후 전화기 전원을 꺼버렸음.",y,,,,,
521,2," 수거해가라니 못한다고 하며, 18일 다시 고객센타로 사고접수를하라고 함.",,,,,,y
521,3, 다음날 저녁 9시30분에 수거 하러 와서 수거시 저울로 중량확인해주고 상태확인시킨뒤  돌려보냄. 다음날 18일 택배기사가 수거한 토마토를 투기하고 도망가버림.,,,,,,y
521,4," 신청인은 해당 제품에 대한 구입가 25,000원에 대한 배상을 요청함. ",,,,,,y
522,1," 신청인은 2015.7.13. 피신청인을 통해 블루베리 20kg을 택배 발송하였으나 전부 훼손되어 물품 가격에 대한 입증자료(1kg 당 25,000원)를 제출하였지만 배상이 지연되고 있는바, 이에 ""소비자분쟁해결기준""에 의거하여 택배중 훼손된 블루베리(20kg)의 손해배상을 요구함.",y,,,,,
523,1, 고해룡 (7912191******),,,,,,y
523,2," 4월13일 지마켓에서 문서쇄절기 구입 61,930원 지불",,,,,,y
523,3, 배송사인 CJ대한통운 택배기사가 집에 있는지 연락이 와 부재중이므로 인근 '남촌마트'에 맡겨달라고 부탁했으나 해당 물품이 없어져 찾지 못함,,y,,,,
523,4, 택배기사는 마트에 맡겼다는 확인(주인 서명 등)을 받지 않고 그냥 두고 간 상황임,,y,,,,
523,5, CJ대한통운 본사에 이의제기하여 '사고처리를 하겠다'는 답변을 들은 후 택배기사의 이의제기가 있었는지 보상이 이루어지지 못함,,,,,,y
523,6, 분실된 택배에 대해 보상을 받을 수 없는지,,y,,,,
523,7, 운송장번호 : 687069087756,,,,,,y
524,1,신청인은 2015.7.8. 피신청인의 택배를 통해 시골에서 방울토마토 2박스를 배송받기로 함,,,,,,y
524,2,*운송장번호:103002434345,,,,,,y
524,3,"과일이라 늦어도 하루안에는 도착을 해야하는데, 7.9. 오전 택배사의 연락을 받지 못해 오후까지 배송을 기다렸으나 7.10. 오후에 배송됨.",,,y,,,
524,4,배송지연으로 토마토가 모두 상하여 먹을 수 가 없는 상태로 피신청인에게 보상요청함.,y,,,,,
524,5,피신청인은 보상처리를 해주겠다 하면서 현재까지 지연함.,,,,,,y
524,6,신청인은 배송지연으로 인한 피해보상 요청함.,,,y,,,
525,1," 신청인은 2015.8.8. 새로 구매한 135,000원 상당 젖병소독기가 필요치 않게 되어 다른분께 택배이용으로 근처 편의점 택배를 이용하여 발송함.(새상품 미사용 공장출고 그대로의 신품박스)",,,,,,y
525,2," 2015.8.11. 구매자가 택배물품이 파손되어 배송왔다고 연락이 왔으며, 쓸수없을 정도로 파손되어진 소독기 문짝 및 파손제품에 대해 보상받고 싶음.",y,,,,,
525,3, 파손면책 동의로 인해 택배거래지점 기사님(물품수거해가신분) 연락와서 배상 힘들거라고 하고 이틀후 (휴대폰번호 010 6243 2445),y,,,,,
525,4,대한 대한통운 본사와 10여차례 통화했지만 대리점과 연락을 취하라고 할 뿐 진전이 없고 보상거절하는 답변만 들음.,,,,,,y
